49.151536,15.192732
49.151536,15.2604491569
49.151536,15.3281444853
49.151536,15.3958178979
49.151536,15.4634693073
49.151536,15.5310986265
49.151536,15.5987057684
49.151536,15.6662906463
49.151536,15.7338531733
49.151536,15.8013932631
49.151536,15.8689108293
49.151536,15.9364057856
49.151536,16.003878046
49.151536,16.0713275245
49.151536,16.1387541355
49.151536,16.2061577933
49.151536,16.2735384125
49.151536,16.3408959078
49.151536,16.408230194
49.151536,16.4755411863
49.151536,16.5428287999
49.151536,16.6100929499
49.151536,16.6773335521
49.151536,16.7445505219
49.151536,16.8117437754
49.151536,16.8789132284
49.151536,16.9460587971
49.151536,17.0131803978
49.151536,17.080277947
49.151536,17.1473513613
49.151536,17.2144005575
49.151536,17.2814254526
49.151536,17.3484259636
49.151536,17.415402008
49.151536,17.482353503
49.151536,17.5492803664
49.151536,17.6161825159
49.151536,17.6830598695
49.151536,17.7499123452
49.151536,17.8167398614
49.151536,17.8835423364
49.151536,17.950319689
49.151536,18.0170718378
49.151536,18.0837987018
49.151536,18.1505002001
49.151536,18.217176252
49.151536,18.283826777
49.151536,18.3504516946
49.151536,18.4170509246
49.151536,18.4836243871
49.151536,18.550172002
49.151536,18.6166936898
49.151536,18.6831893709
49.151536,18.7496589659
49.151536,18.8161023956
49.151536,18.8825195811
49.151536,18.9489104434
49.151536,19.0152749039
49.151536,19.0816128841
49.151536,19.1479243057
49.151536,19.2142090905
49.151536,19.2804671605
49.151536,19.3466984379
49.151536,19.4129028452
49.151536,19.4790803048
49.151536,19.5452307395
49.151536,19.6113540721
49.151536,19.6774502257
49.151536,19.7435191237
49.151536,19.8095606893
49.151536,19.8755748463
49.151536,19.9415615183
49.151536,20.0075206294
49.151536,20.0734521037
49.151536,20.1393558654
49.151536,20.2052318392
49.151536,20.2710799495
49.151536,20.3369001214
49.151536,20.4026922798
49.151536,20.46845635
49.151536,20.5341922573
49.151536,20.5998999272
49.151536,20.6655792856
49.151536,20.7312302584
49.151536,20.7968527717
49.151536,20.8624467517
49.151536,20.928012125
49.151536,20.9935488182
49.151536,21.0590567582
49.151536,21.1245358719
49.151536,21.1899860865
49.151536,21.2554073296
49.151536,21.3207995285
49.151536,21.3861626111
49.151536,21.4514965054
49.151536,21.5168011394
49.151536,21.5820764414
49.151536,21.6473223399
49.151536,21.7125387637
49.151536,21.7777256415
49.151536,21.8428829024
49.151536,21.9080104757
49.151536,21.9731082907
49.151536,22.0381762771
49.151536,22.1032143646
49.151536,22.1682224832
49.151536,22.2332005631
49.151536,22.2981485347
49.151536,22.3630663284
49.151536,22.427953875
49.151536,22.4928111053
49.151536,22.5576379506
49.151536,22.6224343421
49.151536,22.6872002112
49.151536,22.7519354896
49.151536,22.8166401092
49.151536,22.881314002
49.151536,22.9459571002
49.151536,23.0105693363
49.151536,23.0751506428
49.151536,23.1397009525
49.151536,23.2042201985
49.151536,23.2687083139
49.151536,23.3331652321
49.151536,23.3975908866
49.151536,23.4619852112
49.151536,23.5263481398
49.151536,23.5906796066
49.151536,23.6549795458
49.151536,23.719247892
49.151536,23.7834845798
49.2217168816,15.192732
49.2217168816,15.2604491569
49.2217168816,15.3281444853
49.2217168816,15.3958178979
49.2217168816,15.4634693073
49.2217168816,15.5310986265
49.2217168816,15.5987057684
49.2217168816,15.6662906463
49.2217168816,15.7338531733
49.2217168816,15.8013932631
49.2217168816,15.8689108293
49.2217168816,15.9364057856
49.2217168816,16.003878046
49.2217168816,16.0713275245
49.2217168816,16.1387541355
49.2217168816,16.2061577933
49.2217168816,16.2735384125
49.2217168816,16.3408959078
49.2217168816,16.408230194
49.2217168816,16.4755411863
49.2217168816,16.5428287999
49.2217168816,16.6100929499
49.2217168816,16.6773335521
49.2217168816,16.7445505219
49.2217168816,16.8117437754
49.2217168816,16.8789132284
49.2217168816,16.9460587971
49.2217168816,17.0131803978
49.2217168816,17.080277947
49.2217168816,17.1473513613
49.2217168816,17.2144005575
49.2217168816,17.2814254526
49.2217168816,17.3484259636
49.2217168816,17.415402008
49.2217168816,17.482353503
49.2217168816,17.5492803664
49.2217168816,17.6161825159
49.2217168816,17.6830598695
49.2217168816,17.7499123452
49.2217168816,17.8167398614
49.2217168816,17.8835423364
49.2217168816,17.950319689
49.2217168816,18.0170718378
49.2217168816,18.0837987018
49.2217168816,18.1505002001
49.2217168816,18.217176252
49.2217168816,18.283826777
49.2217168816,18.3504516946
49.2217168816,18.4170509246
49.2217168816,18.4836243871
49.2217168816,18.550172002
49.2217168816,18.6166936898
49.2217168816,18.6831893709
49.2217168816,18.7496589659
49.2217168816,18.8161023956
49.2217168816,18.8825195811
49.2217168816,18.9489104434
49.2217168816,19.0152749039
49.2217168816,19.0816128841
49.2217168816,19.1479243057
49.2217168816,19.2142090905
49.2217168816,19.2804671605
49.2217168816,19.3466984379
49.2217168816,19.4129028452
49.2217168816,19.4790803048
49.2217168816,19.5452307395
49.2217168816,19.6113540721
49.2217168816,19.6774502257
49.2217168816,19.7435191237
49.2217168816,19.8095606893
49.2217168816,19.8755748463
49.2217168816,19.9415615183
